area,classe,year,Bacia,percent
5028.092846626279,12,2017,7424,0.54
116110.77141320276,21,2017,7424,12.58
1496.240542716734,25,2017,7424,0.16
122.3004420715332,33,2017,7424,0.01
50.28755750122071,3,2018,7424,0.01
800319.0227276849,4,2018,7424,86.71
5840.561769318327,12,2018,7424,0.63
115001.258331414,21,2018,7424,12.46
1668.4160717201148,25,2018,7424,0.18
149.7616473571774,33,2018,7424,0.02
50.3764068725586,3,2019,7424,0.01
804771.0910310945,4,2019,7424,87.19
5912.009737993182,12,2019,7424,0.64
110441.40944400728,21,2019,7424,11.97
1701.1040073415004,25,2019,7424,0.18
153.31747767944302,33,2019,7424,0.02
50.3764068725586,3,2020,7424,0.01
800515.1447596872,4,2020,7424,86.73
5550.496403860085,12,2020,7424,0.6
114949.29158306256,21,2020,7424,12.45
1804.8188207913008,25,2020,7424,0.2
159.18013071899395,33,2020,7424,0.02
50.3764068725586,3,2021,7424,0.01
788842.2701971392,4,2021,7424,85.46
5147.028383169047,12,2021,7424,0.56
127083.61735626328,21,2021,7424,13.77
1773.31978088652,25,2021,7424,0.19
132.69598073120116,33,2021,7424,0.01
50.3764068725586,3,2022,7424,0.01
768272.3992500157,4,2022,7424,83.23
3529.761218748066,12,2022,7424,0.38
149309.1377920517,21,2022,7424,16.18
1696.8856540075726,25,2022,7424,0.18
170.74778349609323,33,2022,7424,0.02
50.3764068725586,3,2023,7424,0.01
768543.1645702185,4,2023,7424,83.26
2355.904523552153,12,2023,7424,0.26
150393.19638012987,21,2023,7424,16.29
1490.5105192358424,25,2023,7424,0.16
196.15570517578104,33,2023,7424,0.02
8792.290657066016,3,2016,773,2.34
59437.601845714125,4,2016,773,15.81
102.63777586059572,12,2016,773,0.03
297402.7094908364,21,2016,773,79.13
9970.998548072015,25,2016,773,2.65
157.87769279067095,33,2016,773,0.04
8729.492869500053,3,2017,773,2.32
59594.69288741477,4,2017,773,15.86
110.68324840698254,12,2017,773,0.03
296763.6470910361,21,2017,773,78.96
10556.68195985466,25,2017,773,2.81
108.9179541248995,33,2017,773,0.03
8559.927533587454,3,2018,773,2.28
62466.25354337684,4,2018,773,16.62
101.14525913073962,12,2018,773,0.03
293750.1881000342,21,2018,773,78.15
10862.608192390737,25,2018,773,2.89
