,area,classe,year,Colecao,Bacia,cobertura,cob_level1,cob_color,nat_color,total
234,13820.779256610049,25,2022,Col90,746,Non vegetated area,Antrópico,#f5b3c8,#FFFFB2,cobertura
235,3690.981567028856,33,2022,Col90,746,Water,Natural,#112013,#32a65e,cobertura
236,381707.76745111705,3,2023,Col90,746,Forest Formation,Natural,#1f8d49,#32a65e,cobertura
237,1240597.2977300764,4,2023,Col90,746,Savanna Formation,Natural,#7dc975,#32a65e,cobertura
238,29.351761137599592,12,2023,Col90,746,Grassland,Natural,#d6bc74,#32a65e,cobertura
239,165731.6582757261,21,2023,Col90,746,Mosaic of Uses,Antrópico,#edde8e,#FFFFB2,cobertura
240,13023.946822465754,25,2023,Col90,746,Non vegetated area,Antrópico,#f5b3c8,#FFFFB2,cobertura
241,3451.727662011736,33,2023,Col90,746,Water,Natural,#112013,#32a65e,cobertura
242,95907.1329739041,3,2016,Col90,766,Forest Formation,Natural,#1f8d49,#32a65e,cobertura
243,1032750.7051016892,4,2016,Col90,766,Savanna Formation,Natural,#7dc975,#32a65e,cobertura
244,5530.417426007418,12,2016,Col90,766,Grassland,Natural,#d6bc74,#32a65e,cobertura
245,1351498.30405235,21,2016,Col90,766,Mosaic of Uses,Antrópico,#edde8e,#FFFFB2,cobertura
246,10174.225263117209,25,2016,Col90,766,Non vegetated area,Antrópico,#f5b3c8,#FFFFB2,cobertura
247,5397.885285071423,33,2016,Col90,766,Water,Natural,#112013,#32a65e,cobertura
248,94489.04990304934,3,2017,Col90,766,Forest Formation,Natural,#1f8d49,#32a65e,cobertura
249,1030193.3657859946,4,2017,Col90,766,Savanna Formation,Natural,#7dc975,#32a65e,cobertura
250,5508.890351321537,12,2017,Col90,766,Grassland,Natural,#d6bc74,#32a65e,cobertura
251,1356289.491380138,21,2017,Col90,766,Mosaic of Uses,Antrópico,#edde8e,#FFFFB2,cobertura
252,10459.637396626262,25,2017,Col90,766,Non vegetated area,Antrópico,#f5b3c8,#FFFFB2,cobertura
253,4318.2352849854105,33,2017,Col90,766,Water,Natural,#112013,#32a65e,cobertura
254,94589.5511806378,3,2018,Col90,766,Forest Formation,Natural,#1f8d49,#32a65e,cobertura
255,1048933.069818284,4,2018,Col90,766,Savanna Formation,Natural,#7dc975,#32a65e,cobertura
256,5472.8445057093495,12,2018,Col90,766,Grassland,Natural,#d6bc74,#32a65e,cobertura
257,1336464.867990362,21,2018,Col90,766,Mosaic of Uses,Antrópico,#edde8e,#FFFFB2,cobertura
258,11117.5111521934,25,2018,Col90,766,Non vegetated area,Antrópico,#f5b3c8,#FFFFB2,cobertura
259,4680.825454889846,33,2018,Col90,766,Water,Natural,#112013,#32a65e,cobertura
260,94555.86343582669,3,2019,Col90,766,Forest Formation,Natural,#1f8d49,#32a65e,cobertura
261,1052486.7461974658,4,2019,Col90,766,Savanna Formation,Natural,#7dc975,#32a65e,cobertura
262,5548.193286142294,12,2019,Col90,766,Grassland,Natural,#d6bc74,#32a65e,cobertura
263,1333039.0546411928,21,2019,Col90,766,Mosaic of Uses,Antrópico,#edde8e,#FFFFB2,cobertura
264,11371.707972006556,25,2019,Col90,766,Non vegetated area,Antrópico,#f5b3c8,#FFFFB2,cobertura
265,4257.104569450118,33,2019,Col90,766,Water,Natural,#112013,#32a65e,cobertura
266,93710.11743555854,3,2020,Col90,766,Forest Formation,Natural,#1f8d49,#32a65e,cobertura
267,1044025.342388289,4,2020,Col90,766,Savanna Formation,Natural,#7dc975,#32a65e,cobertura
268,5591.9749164552,12,2020,Col90,766,Grassland,Natural,#d6bc74,#32a65e,cobertura
269,1341838.1477919985,21,2020,Col90,766,Mosaic of Uses,Antrópico,#edde8e,#FFFFB2,cobertura
